"Game Title","User Rating",age_group_id,Price,platform_id,special_device_id,developer_publisher_id,release_year_id,genre_id,multiplayer_id,"Game Length (Hours)",game_quality_id,"User Review Text",game_mode_id,"Min Number of Players"
"Street Fighter V",25,1,43.97,3,1,38,4,1,2,9.4,25,"Amazing game, but the graphics could be better.",1,6
"Super Smash Bros. Ultimate",38.4,2,58.37,3,2,31,6,4,1,31,3,"Disappointing game, but the graphics could be better.",1,1
"PokÃ©mon Scarlet & Violet",25.1,3,26.18,4,2,82,10,8,2,36.1,5,"Great game, but the gameplay is amazing.",1,3
"1000-Piece Puzzle",38.2,2,43.49,2,1,77,1,8,2,51.3,27,"Disappointing game, but the graphics could be better.",2,6
"Bioshock Infinite",26.2,2,21.75,1,2,59,7,5,2,49.9,40,"Amazing game, but the graphics could be better.",1,5
"Halo Infinite",28.1,3,33.55,2,2,64,10,10,1,35,37,"Solid game, but too many bugs.",2,6
"Among Us",27.6,3,23.5,5,2,2,9,5,2,48.6,3,"Solid game, but the gameplay is amazing.",2,3
"Animal Crossing: New Horizons",32.2,1,33.61,2,1,50,13,8,2,53.9,49,"Great game, but too many bugs.",1,6
"Super Mario Odyssey",32.1,3,35.74,4,1,80,12,9,1,48.1,60,"Great game, but the gameplay is amazing.",1,2
"Halo Infinite",28.9,4,30.33,4,2,54,12,5,1,43,61,"Solid game, but the graphics could be better.",1,6
"Overwatch 2",28,2,45.32,5,1,1,7,8,1,13.5,6,"Great game, but the gameplay is amazing.",1,2
"Kingdom Hearts III",32.7,4,41.47,5,1,59,6,4,1,34.9,40,"Amazing game, but the graphics could be better.",2,1
"Bioshock Infinite",44.2,4,59.73,3,1,84,12,10,1,48.3,23,"Disappointing game, but too many bugs.",1,5
"1000-Piece Puzzle",21.2,3,37.08,5,2,3,14,6,1,11.9,43,"Disappointing game, but too many bugs.",2,6
"Animal Crossing: New Horizons",27.9,4,37.79,5,2,22,9,6,2,25.4,43,"Solid game, but the gameplay is amazing.",1,10
"Kingdom Hearts III",24.6,3,21.15,2,1,11,12,1,2,53,14,"Solid game, but the graphics could be better.",2,10
"Half-Life: Alyx",31.3,2,33.85,3,2,66,3,9,1,51.4,36,"Great game, but the gameplay is amazing.",1,4
"Among Us",35.2,1,41.19,5,2,58,11,7,2,55.2,25,"Disappointing game, but too many bugs.",1,2
"Pillars of Eternity II: Deadfire",31.9,2,32.54,1,2,27,2,5,2,50.2,52,"Amazing game, but the graphics could be better.",2,7
"Tomb Raider (2013)",28.4,1,50.32,2,1,64,11,8,2,11.9,29,"Great game, but the graphics could be better.",2,4
"The Legend of Zelda: Breath of the Wild",31.9,3,47.71,2,2,54,4,6,2,20.6,33,"Disappointing game, but too many bugs.",2,3
"Mario Kart 8 Deluxe",20.4,2,32.77,2,1,74,14,6,2,13.2,19,"Solid game, but the gameplay is amazing.",2,6
"Just Dance 2024",31.3,2,58.06,2,1,90,12,2,1,5.7,37,"Disappointing game, but too many bugs.",1,3
"Stardew Valley",39.6,4,49.18,4,2,71,11,7,2,54,34,"Disappointing game, but the graphics could be better.",1,8
Minecraft,41.7,2,58.71,1,1,7,12,1,2,46.1,57,"Disappointing game, but the graphics could be better.",1,7
"PokÃ©mon Scarlet & Violet",23.7,1,30.45,3,2,49,13,1,1,27.9,51,"Great game, but the graphics could be better.",1,8
"Bioshock Infinite",32.2,1,25.7,1,1,3,11,10,1,59.9,60,"Disappointing game, but the gameplay is amazing.",1,2
"PokÃ©mon Scarlet & Violet",29.2,4,50.11,4,1,63,8,5,2,13.9,14,"Great game, but the gameplay is amazing.",2,3
"Among Us",24.7,4,30.33,1,2,65,6,5,2,37.6,53,"Solid game, but too many bugs.",2,5
"Street Fighter V",29.2,3,40.45,3,1,44,7,9,2,27,1,"Amazing game, but the graphics could be better.",1,10
"Kingdom Hearts III",33.7,1,56.7,4,2,1,1,8,1,15.8,35,"Solid game, but the gameplay is amazing.",2,4
"Tekken 7",38.7,1,46.78,4,2,10,8,7,1,57.5,1,"Solid game, but the graphics could be better.",1,8
"Ghost of Tsushima",19.4,1,31.37,4,2,14,12,1,2,16.9,15,"Great game, but too many bugs.",1,3
"The Witcher 3: Wild Hunt",23.8,2,37.25,3,1,31,8,8,2,14.6,13,"Disappointing game, but the gameplay is amazing.",2,4
"Just Dance 2024",29.8,4,35.61,1,2,71,12,1,1,43.4,40,"Amazing game, but the graphics could be better.",1,8
"Grand Theft Auto V",39.2,2,56.4,3,1,81,8,2,2,40.2,33,"Amazing game, but too many bugs.",1,4
"Super Mario Odyssey",29.4,3,29.47,5,1,76,2,2,2,42.3,12,"Amazing game, but the gameplay is amazing.",2,2
"Grand Theft Auto V",32.1,1,33.63,5,2,74,12,5,1,56.5,27,"Great game, but too many bugs.",2,5
"Red Dead Redemption 2",31.3,2,47.13,4,1,23,9,4,2,29,9,"Disappointing game, but the graphics could be better.",2,10
"Ghost of Tsushima",18.1,1,30.05,1,1,36,6,3,2,8.5,47,"Solid game, but too many bugs.",1,4
Cuphead,18.7,1,20.96,1,1,85,4,9,1,23.9,47,"Amazing game, but the graphics could be better.",2,6
"Half-Life: Alyx",28.6,1,57.05,3,1,64,14,10,2,6.4,62,"Disappointing game, but the gameplay is amazing.",1,6
"Overwatch 2",18.1,2,22.67,1,2,2,6,7,2,28.1,24,"Disappointing game, but the graphics could be better.",1,7
Tetris,43.9,1,56.7,3,1,59,9,2,1,49.1,1,"Solid game, but the graphics could be better.",1,1
"Super Smash Bros. Ultimate",37.6,4,52.25,4,1,53,8,7,2,31.8,10,"Amazing game, but the graphics could be better.",2,1
"Street Fighter V",35.8,2,35.27,2,1,20,2,6,2,56.3,49,"Disappointing game, but the graphics could be better.",1,5
"Just Dance 2024",36.8,1,38.92,1,1,75,7,1,2,59.9,55,"Disappointing game, but the graphics could be better.",2,1
"Grand Theft Auto V",20.7,4,20.15,2,2,8,2,1,1,30.5,20,"Great game, but too many bugs.",1,7
"Ghost of Tsushima",30.2,3,50.37,2,1,39,11,4,1,15.7,38,"Disappointing game, but too many bugs.",1,10
Hades,22.9,1,26.95,1,1,57,2,1,2,29.3,41,"Great game, but the graphics could be better.",2,6
"The Legend of Zelda: Breath of the Wild",38.7,4,51.23,4,2,48,12,10,2,49.5,54,"Disappointing game, but the gameplay is amazing.",1,8
"1000-Piece Puzzle",32,2,35.35,4,1,40,8,4,1,41.6,48,"Disappointing game, but too many bugs.",2,7
"Counter-Strike: Global Offensive",24.8,4,36.48,3,1,19,6,3,1,24.8,60,"Amazing game, but the graphics could be better.",2,2
"1000-Piece Puzzle",23.9,2,32.86,5,2,49,13,1,2,22.4,63,"Disappointing game, but the graphics could be better.",2,4
"Ghost of Tsushima",20,1,32.81,3,2,27,12,7,1,9.3,50,"Disappointing game, but too many bugs.",2,7
"Call of Duty: Modern Warfare 2",24.6,4,27.21,1,2,26,11,5,1,30.3,1,"Solid game, but the graphics could be better.",1,2
"Ghost of Tsushima",43.4,2,48.3,5,1,43,7,5,1,59.6,46,"Great game, but the graphics could be better.",1,1
"Halo Infinite",42.6,4,50.4,4,1,66,10,10,1,57.7,64,"Amazing game, but the gameplay is amazing.",2,10
"Grand Theft Auto V",33.1,4,40.43,1,2,77,8,4,2,40.5,43,"Amazing game, but the graphics could be better.",2,6
"The Sims 4",36.2,4,48.92,4,2,89,12,9,1,44.1,44,"Great game, but too many bugs.",1,3
Fortnite,21.3,1,40.74,1,1,49,5,6,1,7.2,17,"Disappointing game, but the graphics could be better.",2,5
Cuphead,27.2,4,23.21,1,1,13,5,9,1,57.2,32,"Great game, but the graphics could be better.",1,5
"The Legend of Zelda: Breath of the Wild",31.6,3,56.21,3,1,27,6,6,1,8.8,17,"Solid game, but the graphics could be better.",1,2
"Pillars of Eternity II: Deadfire",41.3,3,55.73,4,1,25,2,6,1,42,9,"Disappointing game, but too many bugs.",1,8
"Spelunky 2",26.8,3,42.42,5,2,14,12,9,1,21.5,12,"Solid game, but the graphics could be better.",2,3
"Grand Theft Auto V",38.4,2,54.29,1,1,72,9,5,2,32.3,59,"Disappointing game, but the graphics could be better.",1,7
Tetris,20.8,4,31.4,3,1,23,3,4,1,23.1,62,"Solid game, but the gameplay is amazing.",2,1
Cuphead,25.9,3,24.78,2,2,47,11,1,2,48.9,45,"Solid game, but the graphics could be better.",2,10
"Bioshock Infinite",23.5,3,37.31,2,2,49,2,10,2,20,46,"Amazing game, but the graphics could be better.",2,2
"Mario Kart 8 Deluxe",33.1,2,56.51,5,2,59,5,1,2,20.3,64,"Disappointing game, but the gameplay is amazing.",1,3
"Animal Crossing: New Horizons",14.5,4,28.9,4,2,72,13,9,2,6.8,13,"Solid game, but the graphics could be better.",2,5
"Tomb Raider (2013)",27.9,1,30.91,4,1,54,13,8,2,40.7,13,"Amazing game, but too many bugs.",2,6
"Kingdom Hearts III",35.6,3,47.84,3,2,8,5,4,1,41.6,61,"Amazing game, but the graphics could be better.",1,7
"The Legend of Zelda: Breath of the Wild",26.7,2,41.86,4,2,9,3,6,2,15.2,39,"Great game, but the graphics could be better.",1,5
"Grand Theft Auto V",30.3,4,37.78,5,2,33,6,2,2,43.7,56,"Great game, but too many bugs.",2,8
"Mario Kart 8 Deluxe",25.9,2,29.54,2,2,80,11,2,2,38.3,30,"Great game, but too many bugs.",2,3
"Super Smash Bros. Ultimate",18.5,3,27.57,2,1,26,13,2,2,9.5,35,"Disappointing game, but the graphics could be better.",1,7
"Mario Kart 8 Deluxe",27.3,3,36.88,1,2,2,8,1,1,23.1,34,"Disappointing game, but the graphics could be better.",1,6
"Half-Life: Alyx",42,4,49.95,5,2,33,8,4,1,50.7,64,"Amazing game, but the graphics could be better.",1,10
"Ghost of Tsushima",39.1,1,56.88,2,1,85,2,3,1,38.5,56,"Great game, but the gameplay is amazing.",2,1
"The Sims 4",25.2,3,35.37,5,2,86,14,4,2,25.8,40,"Solid game, but the gameplay is amazing.",2,1
"PokÃ©mon Scarlet & Violet",31.5,4,54.99,2,1,52,14,2,1,9.3,60,"Solid game, but too many bugs.",1,7
"Overwatch 2",31.4,1,54.21,1,1,57,11,10,1,11.2,14,"Solid game, but the gameplay is amazing.",2,7
"1000-Piece Puzzle",30,2,28.12,4,1,22,12,4,1,52.3,61,"Great game, but the gameplay is amazing.",2,6
"Hitman 3",32.9,3,54.91,5,2,55,11,8,1,13.2,15,"Great game, but the gameplay is amazing.",1,1
"Animal Crossing: New Horizons",37.3,2,47.49,2,1,43,10,2,2,47.3,62,"Solid game, but the gameplay is amazing.",2,2
"Portal 2",33.5,3,52.49,5,1,41,7,2,1,24.2,1,"Disappointing game, but too many bugs.",2,8
"FIFA 24",35.7,1,59.82,4,2,81,1,4,2,19,4,"Great game, but the gameplay is amazing.",2,4
"Super Mario Odyssey",33.8,4,56.23,3,1,14,7,10,1,20.8,36,"Disappointing game, but the gameplay is amazing.",1,4
"Counter-Strike: Global Offensive",16,1,24.4,2,1,65,1,1,2,9.6,12,"Solid game, but the gameplay is amazing.",2,8
"Ghost of Tsushima",29.6,1,25.17,2,2,13,8,4,1,59.4,51,"Solid game, but the graphics could be better.",1,5
"Kingdom Hearts III",42.5,1,53.16,2,2,70,4,3,2,49.3,17,"Solid game, but the gameplay is amazing.",1,7
"Red Dead Redemption 2",29.4,4,40.23,4,1,41,5,7,2,33,39,"Disappointing game, but too many bugs.",2,3
"Among Us",45.4,1,55.13,2,2,16,11,5,1,53.2,61,"Solid game, but too many bugs.",1,7
"1000-Piece Puzzle",32.4,2,36.21,4,2,48,8,8,2,53.4,17,"Solid game, but the graphics could be better.",2,3
"Call of Duty: Modern Warfare 2",30.6,3,37.62,1,2,44,13,3,1,41.8,7,"Solid game, but too many bugs.",2,5
"The Elder Scrolls V: Skyrim",27.8,1,35,3,1,9,1,3,1,28.5,13,"Solid game, but too many bugs.",1,10
Cuphead,30.8,3,37.95,5,2,16,7,8,1,42.3,8,"Great game, but too many bugs.",1,3
"Bioshock Infinite",18.1,4,27.44,4,1,82,5,2,2,13.5,61,"Amazing game, but too many bugs.",2,3
"Overwatch 2",25.9,1,26.44,3,1,86,14,9,2,37.4,56,"Disappointing game, but the gameplay is amazing.",1,1
"Stardew Valley",22.2,4,21.73,1,1,77,12,1,2,42.6,20,"Great game, but too many bugs.",2,1
"Animal Crossing: New Horizons",42,1,51.81,3,1,73,9,7,1,50.3,48,"Great game, but the gameplay is amazing.",2,3
"Tomb Raider (2013)",44.6,3,59.55,2,1,62,9,6,2,50.6,16,"Solid game, but too many bugs.",1,6
"Red Dead Redemption 2",29.3,2,50.35,1,2,19,6,8,1,20,19,"Disappointing game, but the graphics could be better.",1,4
"Animal Crossing: New Horizons",42.7,4,59.71,3,1,14,5,8,2,43.4,39,"Amazing game, but the gameplay is amazing.",1,2
"Just Dance 2024",18.1,1,29.19,1,2,79,14,6,2,17.9,7,"Amazing game, but too many bugs.",1,2
"1000-Piece Puzzle",30.9,2,36.59,2,1,76,10,3,2,35.2,19,"Solid game, but the graphics could be better.",2,1
"1000-Piece Puzzle",32.9,4,30.27,4,2,56,3,9,2,58.8,3,"Great game, but the gameplay is amazing.",2,6
"Grand Theft Auto V",41.3,1,44.46,3,1,18,6,1,1,58.5,27,"Disappointing game, but too many bugs.",1,4
"Animal Crossing: New Horizons",22.1,4,37.89,2,1,4,10,1,2,10.5,37,"Great game, but the gameplay is amazing.",1,3
"Half-Life: Alyx",34.2,4,50.44,5,1,41,1,5,2,34.7,24,"Great game, but the gameplay is amazing.",1,3
"Tomb Raider (2013)",23.9,1,42.2,2,1,47,5,7,2,9.3,36,"Disappointing game, but the graphics could be better.",1,7
"League of Legends",27.7,3,20.38,4,2,83,2,3,2,53.8,26,"Solid game, but the graphics could be better.",1,2
"Pillars of Eternity II: Deadfire",27.1,2,51.68,4,2,73,6,3,1,7.6,46,"Amazing game, but the graphics could be better.",2,4
"Portal 2",36.6,3,36.23,5,1,82,12,9,2,58,29,"Great game, but the gameplay is amazing.",1,3
"Half-Life: Alyx",34.4,3,31.99,2,2,35,1,1,1,59.8,46,"Amazing game, but too many bugs.",2,4
"League of Legends",33.8,2,55.43,4,1,78,1,3,1,17.3,46,"Solid game, but too many bugs.",1,7
"Counter-Strike: Global Offensive",28.5,1,32.5,2,2,46,14,10,2,37.1,7,"Disappointing game, but too many bugs.",1,6
"Grand Theft Auto V",30.5,4,30.15,3,1,14,5,7,1,56.2,8,"Solid game, but too many bugs.",1,1
"Pillars of Eternity II: Deadfire",28.7,4,42.16,5,1,79,8,7,1,23.7,12,"Great game, but the graphics could be better.",2,7
Tetris,23.3,4,22.85,1,1,6,4,1,1,36,32,"Solid game, but the gameplay is amazing.",1,1
"The Sims 4",35.5,3,44.14,4,1,78,6,1,1,50.6,14,"Amazing game, but the graphics could be better.",2,8
"PokÃ©mon Scarlet & Violet",22.8,2,33.58,4,2,54,8,5,2,14.7,26,"Amazing game, but the graphics could be better.",1,7
"The Sims 4",19.4,3,27.57,3,1,66,11,5,2,20.4,59,"Solid game, but too many bugs.",2,4
"League of Legends",41.9,3,53.12,2,1,24,4,6,1,45.4,24,"Disappointing game, but the gameplay is amazing.",1,2
"Sid Meierâ€™s Civilization VI",17.7,3,34.38,1,1,31,12,2,2,5.4,2,"Great game, but the graphics could be better.",2,4
"Halo Infinite",38.6,3,45.73,2,1,85,7,4,2,54,18,"Amazing game, but the gameplay is amazing.",2,7
"Hitman 3",26.4,2,31.37,5,2,67,6,2,1,33.6,20,"Disappointing game, but the gameplay is amazing.",1,2
"1000-Piece Puzzle",23.1,2,40.03,1,1,85,1,3,1,7.6,58,"Great game, but too many bugs.",2,4
"FIFA 24",27.6,3,34.24,1,1,90,9,6,2,38.7,24,"Solid game, but too many bugs.",1,4
"Mario Kart 8 Deluxe",34.3,2,54.94,1,1,78,8,5,1,19.9,9,"Disappointing game, but the graphics could be better.",2,10
"Sid Meierâ€™s Civilization VI",29.3,1,50.47,2,2,23,6,10,1,19.5,33,"Disappointing game, but the graphics could be better.",1,3
"The Legend of Zelda: Breath of the Wild",39.7,2,55.98,3,2,4,3,4,1,40,35,"Solid game, but the gameplay is amazing.",1,10
"Hitman 3",40.8,4,46.75,1,2,64,13,10,2,53.3,59,"Solid game, but the graphics could be better.",1,6
"Street Fighter V",43.1,4,55.22,4,2,13,9,7,2,51,58,"Amazing game, but the graphics could be better.",2,6
"Spelunky 2",21.7,2,21.02,1,2,4,10,6,1,30.9,2,"Amazing game, but the gameplay is amazing.",1,7
"FIFA 24",26.6,3,31.63,2,2,11,2,1,2,30.1,24,"Solid game, but the gameplay is amazing.",1,2
"Bioshock Infinite",30.1,4,33.97,4,1,8,14,9,1,37.4,41,"Great game, but the graphics could be better.",1,6
"Ghost of Tsushima",22,3,28.95,1,1,59,8,9,1,23.1,15,"Great game, but the graphics could be better.",1,1
"Stardew Valley",23.2,4,21.27,5,1,66,2,6,1,44.9,24,"Great game, but the gameplay is amazing.",2,7
"The Witcher 3: Wild Hunt",34.9,2,38.82,5,1,60,13,5,2,46.9,44,"Great game, but too many bugs.",1,5
"Counter-Strike: Global Offensive",33.3,2,29.49,2,2,62,9,6,1,59.9,14,"Solid game, but too many bugs.",2,2
"Mario Kart 8 Deluxe",20.5,2,29.82,5,1,49,6,3,1,24,59,"Solid game, but the graphics could be better.",2,10
"Hitman 3",31.7,2,44.08,3,2,4,5,9,1,31.7,46,"Solid game, but the gameplay is amazing.",2,4
"Just Dance 2024",17.1,4,21.05,5,2,48,12,5,1,20.6,12,"Solid game, but the graphics could be better.",2,5
"Street Fighter V",18.9,1,36.92,5,2,10,5,3,2,7.8,12,"Amazing game, but the gameplay is amazing.",2,10
"The Sims 4",32.4,2,46.88,4,2,44,13,2,2,31,58,"Disappointing game, but the graphics could be better.",2,8
"Among Us",28,1,24.47,1,2,90,6,8,1,56.8,13,"Solid game, but too many bugs.",2,3
"Among Us",27.7,2,28.02,2,1,45,10,3,2,38.9,42,"Solid game, but too many bugs.",1,7
"Mario Kart 8 Deluxe",32.4,1,42.12,5,2,8,5,10,1,33.7,30,"Solid game, but too many bugs.",1,6
"Pillars of Eternity II: Deadfire",37.6,2,55.25,3,1,85,6,7,1,29.4,4,"Great game, but the gameplay is amazing.",1,7
Minecraft,22.5,1,22.41,4,2,39,6,2,1,37.7,50,"Amazing game, but the gameplay is amazing.",2,6
Fortnite,20.5,1,26.12,2,1,4,8,3,1,28.9,20,"Solid game, but too many bugs.",2,10
"Ghost of Tsushima",25,1,23.22,5,2,62,7,10,1,49.6,19,"Disappointing game, but the gameplay is amazing.",2,2
"Half-Life: Alyx",27.6,2,38.06,1,1,54,7,5,1,23.7,36,"Disappointing game, but too many bugs.",1,6
Tetris,41.6,3,54.7,5,2,27,8,10,2,53.5,22,"Great game, but too many bugs.",2,10
"Half-Life: Alyx",28.7,3,40.78,1,1,15,7,9,2,28.7,41,"Great game, but the graphics could be better.",2,1
"Super Smash Bros. Ultimate",33.3,4,49.59,3,1,71,13,2,1,30.2,10,"Disappointing game, but the gameplay is amazing.",2,4
"Mario Kart 8 Deluxe",35.5,4,43.37,2,1,38,11,1,1,42.6,41,"Solid game, but the graphics could be better.",2,8
"Mario Kart 8 Deluxe",30.6,1,25.94,5,1,86,13,1,2,55.4,28,"Disappointing game, but the graphics could be better.",1,6
"Street Fighter V",22.4,2,20.96,3,2,22,13,10,2,45.7,57,"Solid game, but the graphics could be better.",1,10
"The Elder Scrolls V: Skyrim",39.7,3,53.22,5,1,76,14,3,2,40.6,15,"Amazing game, but the gameplay is amazing.",1,3
"Kingdom Hearts III",32.2,4,52.25,5,1,6,13,7,2,19.3,28,"Great game, but too many bugs.",2,1
"The Witcher 3: Wild Hunt",27.5,3,50.63,3,1,31,8,7,1,13.4,64,"Solid game, but too many bugs.",1,5
"Pillars of Eternity II: Deadfire",30.2,1,41.03,2,2,6,3,4,1,25.9,38,"Solid game, but the gameplay is amazing.",2,5
"The Legend of Zelda: Breath of the Wild",26.5,3,29.91,5,2,90,12,5,2,35.1,20,"Solid game, but too many bugs.",1,4
"The Sims 4",34,2,35.81,1,1,62,8,7,1,55.9,38,"Great game, but the graphics could be better.",1,5
"Among Us",26.6,3,21.5,3,1,36,2,8,2,50.6,5,"Disappointing game, but the graphics could be better.",2,6
"Overwatch 2",21.7,1,38.43,5,2,66,6,3,1,10.9,30,"Solid game, but too many bugs.",1,5
"Portal 2",28.1,2,47.05,5,2,79,3,1,2,20.5,15,"Great game, but too many bugs.",1,2
"Kingdom Hearts III",47,4,59.06,5,2,71,12,4,2,56.8,10,"Solid game, but the gameplay is amazing.",2,8
"Ghost of Tsushima",27.7,1,26.33,1,1,6,13,6,1,51.9,62,"Solid game, but the graphics could be better.",1,4
"Counter-Strike: Global Offensive",33.7,2,43.82,5,1,42,2,9,1,41.2,22,"Great game, but the graphics could be better.",2,1
"Street Fighter V",40.7,4,48.68,3,1,49,2,3,2,56.1,5,"Disappointing game, but the graphics could be better.",2,2
"1000-Piece Puzzle",20.6,2,31.75,2,1,83,13,5,2,10.9,39,"Disappointing game, but the gameplay is amazing.",1,4
"Call of Duty: Modern Warfare 2",15.6,3,24.08,4,2,81,12,4,2,13.8,34,"Solid game, but the graphics could be better.",1,10
"Portal 2",29.8,2,33.72,3,2,32,14,3,1,49.6,59,"Amazing game, but the graphics could be better.",1,8
Tetris,20.9,3,22.57,4,2,37,10,2,2,31.5,28,"Solid game, but too many bugs.",1,2
"Fall Guys",23.2,1,21.62,1,1,42,7,7,2,45.2,60,"Amazing game, but the graphics could be better.",2,3
"League of Legends",24.1,2,34.92,2,1,26,8,7,1,27,38,"Solid game, but the gameplay is amazing.",2,7
"Among Us",16.8,1,26.44,1,2,10,4,6,2,9.5,54,"Great game, but too many bugs.",1,1
"Mario Kart 8 Deluxe",32.5,2,46.94,2,2,34,4,7,2,31.6,34,"Great game, but too many bugs.",1,1
"Animal Crossing: New Horizons",21.7,1,31.56,2,2,63,10,4,2,15.5,2,"Amazing game, but too many bugs.",1,10
"Ghost of Tsushima",34.6,2,44.7,5,2,89,4,1,2,34.4,14,"Disappointing game, but the gameplay is amazing.",2,8
"Counter-Strike: Global Offensive",23,4,33.34,5,1,82,2,9,1,22.7,21,"Disappointing game, but the gameplay is amazing.",1,7
"League of Legends",21.4,3,36.96,3,1,48,6,3,1,15.7,4,"Great game, but too many bugs.",2,3
"Half-Life: Alyx",34.6,2,35.37,2,1,63,2,1,1,51.6,27,"Amazing game, but the gameplay is amazing.",1,2
"Ghost of Tsushima",18.6,1,25.6,4,2,27,2,10,1,23.6,7,"Solid game, but the gameplay is amazing.",1,4
Hades,24,2,36.72,2,1,8,9,10,2,25.1,24,"Amazing game, but too many bugs.",1,4
Minecraft,27.3,2,40.87,5,1,86,9,6,2,22.1,49,"Solid game, but too many bugs.",2,3
"Street Fighter V",17.8,1,21.16,3,2,62,5,10,1,22.4,60,"Disappointing game, but too many bugs.",1,4
"Sid Meierâ€™s Civilization VI",14.4,2,24.69,5,2,57,3,1,2,12.7,60,"Amazing game, but too many bugs.",1,3
"Super Smash Bros. Ultimate",32.7,2,46.18,3,2,80,10,4,1,25.8,35,"Great game, but the graphics could be better.",2,8
"Among Us",39.9,2,42.05,4,2,68,4,5,2,59.1,51,"Great game, but the graphics could be better.",2,4
"FIFA 24",34.2,1,35.84,5,1,33,5,2,2,54.3,37,"Solid game, but too many bugs.",1,3
Fortnite,21.9,3,31.34,1,1,73,12,1,2,24.1,41,"Great game, but the graphics could be better.",2,4
"The Elder Scrolls V: Skyrim",40.1,3,52.18,4,1,5,2,3,2,42.9,47,"Amazing game, but too many bugs.",1,8
"Rocket League",32.6,2,53.57,1,2,75,2,8,2,21.1,34,"Great game, but too many bugs.",2,7
Hades,41.5,1,58.02,5,1,72,12,9,2,41.5,50,"Disappointing game, but the gameplay is amazing.",1,8
Minecraft,26.8,2,31.71,2,1,20,9,5,1,31.7,53,"Solid game, but the gameplay is amazing.",1,3
"Call of Duty: Modern Warfare 2",42.8,2,56.11,4,1,56,4,6,1,46.6,57,"Solid game, but the graphics could be better.",2,6
"Just Dance 2024",16.7,2,22.05,1,2,7,5,1,2,22.3,31,"Solid game, but too many bugs.",2,4
"Tomb Raider (2013)",33.5,3,51.28,3,1,16,4,6,2,25.3,10,"Great game, but the gameplay is amazing.",2,10
"Animal Crossing: New Horizons",22.9,4,33.3,2,2,35,14,4,2,18.8,62,"Great game, but the graphics could be better.",1,6
"Stardew Valley",45.2,2,59.2,3,1,10,6,8,2,55.7,38,"Amazing game, but the gameplay is amazing.",2,2
"The Legend of Zelda: Breath of the Wild",30.8,1,26.67,1,2,36,5,1,2,57.1,53,"Disappointing game, but the gameplay is amazing.",1,1
"Rocket League",37.8,1,59.07,5,2,84,14,6,1,21,54,"Great game, but too many bugs.",2,5
"Hitman 3",27.9,3,33.21,3,1,7,12,9,2,34.5,40,"Amazing game, but too many bugs.",1,1
"Half-Life: Alyx",40.3,1,49.14,5,2,61,14,3,1,49.3,56,"Great game, but the gameplay is amazing.",1,7
"Pillars of Eternity II: Deadfire",29,3,55.09,2,2,83,10,7,1,5.5,2,"Disappointing game, but the gameplay is amazing.",2,6
Hades,37.1,2,40.61,2,1,21,12,9,2,58,47,"Disappointing game, but the gameplay is amazing.",1,5
Hades,34.4,3,50.69,2,2,86,10,2,2,29.8,63,"Disappointing game, but too many bugs.",2,2
Cuphead,29.2,4,24.75,2,1,67,9,9,1,57.3,14,"Amazing game, but the gameplay is amazing.",2,3
"League of Legends",28.6,1,39.67,4,1,45,8,5,1,35,55,"Solid game, but the graphics could be better.",2,3
"Counter-Strike: Global Offensive",20.4,4,23.33,2,2,47,8,2,2,30,54,"Amazing game, but too many bugs.",2,5
"1000-Piece Puzzle",37.7,2,44.73,5,1,15,13,2,1,52,42,"Solid game, but the graphics could be better.",1,7
Fortnite,37.1,3,37.71,4,1,64,12,2,1,59.7,39,"Solid game, but the gameplay is amazing.",1,2
"Grand Theft Auto V",22.2,4,22.71,5,2,69,2,10,1,39.2,17,"Great game, but too many bugs.",1,4
"Kingdom Hearts III",34,2,45.99,3,2,1,2,6,1,41,51,"Solid game, but the graphics could be better.",1,2
"Bioshock Infinite",14.8,2,26.84,5,1,76,10,6,2,8.3,45,"Disappointing game, but the gameplay is amazing.",1,10
"Animal Crossing: New Horizons",25.6,4,27.79,3,1,60,6,8,2,44.3,39,"Amazing game, but too many bugs.",1,4
"Overwatch 2",27.7,1,36.68,1,2,65,5,1,2,24.9,10,"Amazing game, but the gameplay is amazing.",1,10
"Super Smash Bros. Ultimate",38.8,1,52.41,2,2,55,5,8,2,46.6,2,"Solid game, but the graphics could be better.",1,5
"Super Mario Odyssey",25.3,1,35.04,5,2,83,10,3,1,27.2,34,"Solid game, but too many bugs.",1,4
"Street Fighter V",27,1,50.28,2,2,16,14,5,1,7.3,55,"Solid game, but too many bugs.",1,4
"FIFA 24",37,4,43.78,5,1,61,3,4,1,48.9,61,"Disappointing game, but the gameplay is amazing.",2,10
"Overwatch 2",31.6,3,56.56,5,1,57,10,6,2,6.1,1,"Amazing game, but the graphics could be better.",1,2
"Hitman 3",14.4,2,27.7,2,2,2,8,4,2,7.9,55,"Disappointing game, but the gameplay is amazing.",1,2
Minecraft,38.6,4,46.15,5,2,81,1,7,1,51.4,27,"Great game, but the graphics could be better.",2,3
"Hitman 3",26.6,4,31.92,3,1,63,6,9,1,37.8,62,"Great game, but the gameplay is amazing.",1,4
"1000-Piece Puzzle",29.1,3,54.99,2,2,10,13,7,2,9.5,35,"Great game, but the graphics could be better.",2,3
"Mario Kart 8 Deluxe",22.1,4,38.71,5,2,62,6,7,1,15.6,3,"Great game, but too many bugs.",2,6
"Counter-Strike: Global Offensive",37.4,4,44.65,3,2,64,13,7,2,46.1,58,"Solid game, but the gameplay is amazing.",2,10
